"TIME","GEO","S_ADJ","AGE","UNIT","SEX","Value","Flag"
"2010-11-01","Portugal","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","27.8",""
"2010-11-01","Romania","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","22.8",""
"2010-11-01","Slovenia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","14.4",""
"2010-11-01","Slovakia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","33.9",""
"2010-11-01","Finland","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","20.7",""
"2010-11-01","Sweden","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","22.2",""
"2010-11-01","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","20.6",""
"2010-11-01","Iceland","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","15.3",""
"2010-11-01","Norway","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","9.4",""
"2010-11-01","Turkey","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","18.7",""
"2010-11-01","USA","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","18.5",""
"2010-11-01","Japan","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","9.5",""
"2010-12-01","EU-28","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","21.4",""
"2010-12-01","Belgium","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","21.0",""
"2010-12-01","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","25.4","i"
"2010-12-01","Czech Republic","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","17.3",""
"2010-12-01","Denmark","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","13.8",""
"2010-12-01","Germany","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","9.0",""
"2010-12-01","Estonia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","23.3",""
"2010-12-01","Ireland","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","30.4",""
"2010-12-01","Greece","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","38.1",""
"2010-12-01","Spain","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","43.6",""
"2010-12-01","France","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","22.5",""
"2010-12-01","Croatia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","36.8",""
"2010-12-01","Italy","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","28.9",""
"2010-12-01","Cyprus","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","15.0",""
"2010-12-01","Latvia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","33.1",""
"2010-12-01","Lithuania","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","34.9",""
"2010-12-01","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","15.3",""
"2010-12-01","Hungary","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","25.5",""
"2010-12-01","Malta","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","15.4",""
"2010-12-01","Netherlands","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","10.8",""
"2010-12-01","Austria","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","8.6",""
"2010-12-01","Poland","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","24.0",""
"2010-12-01","Portugal","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","27.4",""
"2010-12-01","Romania","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","22.8",""
"2010-12-01","Slovenia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","14.4",""
"2010-12-01","Slovakia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","33.8",""
"2010-12-01","Finland","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","20.6",""
"2010-12-01","Sweden","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","23.6",""
"2010-12-01","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","20.6",""
"2010-12-01","Iceland","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","15.3",""
"2010-12-01","Norway","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","9.2",""
"2010-12-01","Turkey","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","18.7",""
"2010-12-01","USA","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","17.9",""
"2010-12-01","Japan","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","8.6",""
"2011-01-01","EU-28","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","21.4",""
"2011-01-01","Belgium","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","19.1",""
"2011-01-01","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","25.3",""
"2011-01-01","Czech Republic","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","16.9",""
"2011-01-01","Denmark","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","13.6",""
"2011-01-01","Germany","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","8.9",""
"2011-01-01","Estonia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","20.3",""
"2011-01-01","Ireland","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","29.2",""
"2011-01-01","Greece","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","38.4",""
"2011-01-01","Spain","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","44.0",""
"2011-01-01","France","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","23.1",""
"2011-01-01","Croatia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","36.5",""
"2011-01-01","Italy","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","28.3",""
"2011-01-01","Cyprus","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","19.2",""
"2011-01-01","Latvia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","31.9",""
